SaleID,price
150000,31928.12406439489
150001,355.4829251187751
150002,6454.7122908444235
150003,11821.991886580352
150004,613.0465378535246
150005,1716.2608414852816
150006,4639.651433335204
150007,10146.833786455654
150008,3296.7779987792055
150009,2120.5277705981694
150010,1587.470755074084
150011,6499.406408059433
150012,2680.8095813123355
150013,12525.640934455705
150014,11672.651923827887
150015,376.9246186568667
150016,667.5198128205609
150017,5948.611375951379
150018,10927.058438955704
150019,1315.1327168899047
150020,5365.065329855446
150021,12823.174629743538
150022,1436.049287470426
150023,15362.737068977418
150024,1487.0660513115236
150025,5946.905585875429
150026,1499.991728293075
150027,3762.161389597116
150028,22348.50440830132
150029,15880.769271488207
150030,1410.4392030299691
150031,254.80918643487468
150032,4447.115897436876
150033,2673.8176533726883
150034,3444.986398135801
150035,7567.29155276504
150036,1013.6545355173212
150037,3876.014578739754
150038,25508.32853411783
150039,1644.4809320452664
150040,14035.91388891204
150041,4722.136029328616
150042,17259.809485960468
150043,25829.274023269474
150044,6515.736457160186
150045,1926.252459367111
150046,2822.1859726482867
150047,42077.59942019817
150048,1224.6717090003365
150049,32777.629410984555
150050,5210.587352787683
150051,9721.020864682658
150052,1000.8180200278713
150053,460.4743586353627
150054,15366.949742812245
150055,3998.6589053348343
150056,896.5249258030906
150057,2378.408081375637
150058,1094.9732790398548
150059,2339.318399869982
150060,9169.501178930408
150061,3268.423271315918
150062,795.9425485897082
150063,11610.200529507307
150064,20052.66633661712
150065,8758.244017113575
150066,12684.433937684069
150067,3853.814566381006
150068,834.6844182708134
150069,2756.5621625411295
150070,1721.383667641245
150071,599.7566937137021
150072,945.6119582189938
150073,22634.09533739373
150074,260.1619093620982
150075,1121.8772741957596
150076,1730.6022276240446
150077,5137.319810535544
150078,2803.450835614227
150079,2936.348295773556
150080,2934.5357884881523
150081,8736.865660955478
150082,14814.52691673847
150083,484.1939034002163
150084,3984.8906054545505
150085,3557.6175727626724
150086,37217.873096031166
150087,311.57786225489974
150088,2959.2928231366823
150089,3088.1039780889464
150090,1269.2194444941733
150091,6678.730653685788
150092,5877.778265115521
150093,910.1258714240483
150094,11089.571427642655
150095,149.6678807187244
150096,14310.296176250042
150097,8731.6745646727
150098,462.6905083987944
150099,409.8303097920535
150100,518.7716856612527
150101,4487.656720328301
150102,1242.8981781321352
150103,2851.5684776914695
150104,4092.391941379494
150105,954.362724013482
150106,2226.344313525475
150107,674.5384075701688
150108,7559.246475080565
150109,2049.2331712531936
150110,2676.2407072630317
150111,10847.54662186767
150112,10848.932234410733
150113,1652.9525275112353
150114,939.2425942516172
150115,2397.497885657097
150116,5977.480863206276
150117,3079.915378174358
150118,19958.02133754544
150119,10292.649992264567
150120,14842.826608605985
150121,1788.6613964246708
150122,7857.4125403767775
150123,63.548808603744355
150124,13683.563556530484
150125,4283.564478946641
150126,2234.221700730161
150127,15724.06497318755
150128,32384.743059755947
150129,3069.662468854959
150130,3177.6360871303923
150131,924.1232770103829
150132,3549.143954906282
150133,6267.313321377981
150134,15165.562748029053
150135,1375.3735615516193
150136,1470.4342316537563
150137,2956.3207091627464
150138,7054.396239150994
150139,1049.411320826775
150140,1433.519230735636
150141,2388.4844069829965
150142,9406.093931642496
150143,5649.499682868529
150144,776.9369157082567
150145,2008.103926255677
150146,6786.829339303822
150147,2208.6203366551777
150148,2360.0129953628793
150149,701.6045184986173
150150,3591.2513784223693
150151,7580.979994025563
150152,511.8316363027872
150153,902.9250255567567
150154,19875.844652242224
150155,2656.043234619564
150156,339.1183061876485
150157,5335.435462535941
150158,1360.7325917689
150159,8370.03705215895
150160,43566.65129815907
150161,900.5225362288028
150162,814.2834176177951
150163,768.5242153077079
150164,4938.233742837654
150165,3524.6693783794
150166,6862.887822815255
150167,2432.0987966124026
150168,4723.945207710905
150169,2264.7233557753652
150170,2991.3161027998076
150171,4313.23749785086
150172,1896.1421689930748
150173,6262.147811053093
150174,2913.371557683199
