SaleID,price
150000,31927.971749680597
150001,352.26728756866817
150002,6433.327045600591
150003,11768.682097701068
150004,617.9614495250041
150005,1867.7587458924252
150006,4765.777089481036
150007,9819.53061416691
150008,3029.7144464939647
150009,2098.869565318241
150010,1346.3833254764322
150011,6358.725876903839
150012,2709.2224858074364
150013,12908.43244005759
150014,11109.56397130713
150015,348.94346161850507
150016,673.3354077693075
150017,5608.70572718271
150018,11050.996856747523
150019,1308.2569094465898
150020,5233.093473939701
150021,11756.149459672344
150022,1450.685151534887
150023,15306.204652984608
150024,1466.9148476451853
150025,6080.863289224067
150026,1508.5206623337774
150027,3757.5078354133607
150028,21693.56306850466
150029,15590.18431578431
150030,1362.0458585476176
150031,263.22604042576273
150032,4447.108016554436
150033,2634.295553952973
150034,3487.00470449757
150035,7324.497655669756
150036,1009.9127262128321
150037,3997.3293813643522
150038,25506.720271216564
150039,1575.721057174523
150040,14587.651819578154
150041,4951.233405537343
150042,16539.555664190982
150043,25341.44706919576
150044,6661.382100212211
150045,1833.2230135906532
150046,2852.3118639004997
150047,45682.999258890515
150048,1255.6537729915528
150049,32001.889998701394
150050,5197.349811817573
150051,9611.463632978108
150052,944.5540349251479
150053,330.49002225305065
150054,15060.230462575097
150055,4067.239796646086
150056,859.5071405604734
150057,2242.1573658200414
150058,1026.0621080261349
150059,2536.060910089754
150060,9242.568795944286
150061,3291.2384789209377
150062,814.606488307594
150063,11553.980610097236
150064,20613.397311124074
150065,8023.292672372279
150066,12541.252307968356
150067,3646.1075008601347
150068,876.2979498400678
150069,2880.14805419142
150070,1678.0936143532595
150071,595.2267075442921
150072,952.766753435126
150073,23036.884477500575
150074,264.3729342486912
150075,1082.933002004113
150076,1807.9577229943911
150077,5149.887146015792
150078,2804.700193236536
150079,2833.262851211026
150080,2919.7569511739653
150081,8943.609641748231
150082,14456.395139254968
150083,476.3444991609992
150084,3971.5804528153685
150085,3572.6359301603416
150086,36641.32288591865
150087,320.7120036108848
150088,3219.303105793484
150089,3205.58115128072
150090,963.0544406276299
150091,6565.212321737405
150092,5935.090557111364
150093,896.7644750429145
150094,10862.830321875554
150095,150.68020234012405
150096,13807.783746490999
150097,9119.140791813588
150098,456.6816908679741
150099,398.3003296258399
150100,520.4817640317988
150101,4504.162971379804
150102,962.1594562567707
150103,2884.258943888073
150104,4131.403090972328
150105,980.5223447934026
150106,2175.734088736159
150107,691.8594197688495
150108,7410.423660040794
150109,2118.9644554774295
150110,2969.3511305120287
150111,10957.237043837356
150112,11099.560598812148
150113,1513.70357301858
150114,945.7617162194805
150115,2159.7754229912443
150116,5776.0962776666365
150117,3017.8204262195586
150118,18977.719578022625
150119,10571.806611382783
150120,14501.93227638919
150121,1707.578696042868
150122,7199.102359487888
150123,67.63781350400338
150124,13725.817337241433
150125,4263.964779710944
150126,2124.1883920553264
150127,15662.758875220341
150128,29892.27471741859
150129,3223.5775656050996
150130,3269.698943571916
150131,928.9819828886821
150132,4115.859289913511
150133,6497.411742285717
150134,15400.25378737692
150135,1353.9106439572593
150136,1473.218076905231
150137,2872.6246280029345
150138,6212.094972886153
150139,1095.4035935014308
150140,1417.9057599577563
150141,2260.227317994641
150142,9625.050479139692
150143,5618.557623541094
150144,826.135931831358
150145,1980.3294768523856
150146,6829.092224313286
150147,2123.4918982083327
150148,2329.050735119179
150149,743.4412321390922
150150,3495.227086445569
150151,7459.245854983986
150152,442.76296013864817
150153,916.8990959647106
150154,20083.181564131224
150155,2753.3758438503028
150156,339.43427090804886
150157,5145.022341895736
150158,1379.0369145212164
150159,7958.694221564531
150160,45045.68063445346
150161,907.6218397226585
150162,800.0763001515049
150163,757.8692421920393
150164,5398.763439764482
150165,3555.7718645498953
150166,6735.598320721154
150167,2285.419399528525
150168,4597.345760315338
150169,2044.790413579771
150170,3027.659396465846
150171,4415.459026183627
150172,1925.211855937175
150173,6108.1127578585665
150174,2595.2950015401348
150175,619.0775066583864
150176,22035.366545836714
150177,216.16432008630838
150178,1218.317225944915
150179,3554.8012751223223
150180,749.7694099521589
150181,1553.2068233175232
150182,5874.417265193523
150183,959.5862325820826
150184,678.9893359528114
150185,8830.417160608848
150186,2542.518283114802
150187,17498.490587525943
150188,2652.6878985254916
150189,5108.506786449733
150190,5290.110567622673
150191,102.0695199716463
150192,1781.2040885328831
150193,4046.3631575940226
150194,15222.56252950868
150195,753.161745828003
150196,18896.293163780894
150197,3494.2896287932945
150198,3621.6778719720255
150199,2254.9510003617274
150200,2341.0349555473654
150201,10370.27467317434
150202,2046.8172090854805
150203,432.9716893172272
150204,3368.6180769613734
150205,1109.282995044163
150206,12231.460025047183
150207,956.6056104932276
150208,1288.2192200312033
150209,1954.845823965024
150210,5886.481062144501
150211,9219.062621506164
150212,9524.941806611329
150213,1111.5916274426347
150214,4310.234598013541
150215,125.95466989987206
150216,25733.69831012215
150217,2515.979626519425
150218,9603.371872662663
150219,11472.744140065362
150220,2666.862480932777
150221,8722.114882701555
150222,1096.9462653692722
150223,3484.7625020991845
150224,587.1688668978147
150225,958.8875732011768
150226,4539.1244599395195
150227,682.8166003008804
150228,835.152074386533
150229,890.2451493638516
150230,5247.309959250727
150231,705.0021089486016
150232,9049.329085251778
150233,1590.3860946511768
150234,859.2395936112864
150235,3531.8345263144074
150236,730.4586264445932
150237,1230.4392790090653
150238,415.30897289879283
150239,1368.5118520578387
150240,7999.646749982721
150241,1703.2832550120474
150242,7544.246608015125
150243,1700.2563002067332
150244,310.8276553619808
150245,2468.8076152051244
150246,2042.8331139531278
150247,3531.01415916178
150248,1077.0173825835095
150249,1548.2008113789475
150250,832.0952125607226
150251,933.0144621778791
150252,13100.525290569803
150253,1332.3745279679954
150254,4313.453710503048
150255,10001.941449500013
150256,377.77175718283684
150257,6957.423465917766
150258,8328.258876342807
150259,1778.9513275862698
150260,10339.089711213528
150261,2429.4402046457317
150262,664.4051300764381
150263,4745.4922688104725
150264,930.7020435469805
150265,1601.9255682493945
150266,501.4360662166837
150267,5790.4223415558545
150268,1463.5064254179542
150269,9775.881189497439
150270,1125.2993431388434
150271,4036.888962716786
150272,27575.276955452005
150273,26492.404872496838
150274,698.2913462916308
150275,85.63960104788475
150276,2056.638406331572
150277,11946.551704184483
150278,42057.225519594525
150279,8182.228358563357
150280,3610.2019421946316
