SaleID,price
150000,32470.943
150001,345.40338
150002,6592.4497
150003,12339.677
150004,604.5012
150005,1622.5621
150006,4477.89
150007,9612.314
150008,3731.1904
150009,2100.8877
150010,1281.7987
150011,6918.2197
150012,2283.1406
150013,12196.974
150014,13137.044
150015,391.15707
150016,614.73706
150017,7372.7876
150018,10278.672
150019,1289.8937
150020,5092.462
150021,13689.313
150022,1539.05
150023,15125.802
150024,1739.7957
150025,5914.825
150026,1432.7087
150027,4027.522
150028,23642.723
150029,15312.015
150030,1432.3033
150031,244.7983
150032,4275.099
150033,2646.5098
150034,3129.9487
150035,7448.752
150036,984.66595
150037,4072.146
150038,25709.875
150039,1516.2737
150040,13828.641
150041,4061.8704
150042,16694.64
150043,27113.271
150044,7168.483
150045,2106.857
150046,2751.5054
150047,41620.375
150048,1256.7473
150049,30597.062
150050,5324.2676
150051,10481.931
150052,1135.3893
150053,535.46423
150054,15323.963
150055,3713.853
150056,956.03705
150057,2520.19
150058,1184.4866
150059,2243.5881
150060,9349.267
150061,3290.807
150062,890.94836
150063,11379.126
150064,19882.348
150065,9090.531
150066,13109.875
150067,4050.1992
150068,800.6926
150069,2952.2104
150070,1710.4277
150071,604.7453
150072,906.85034
150073,23616.877
150074,256.34958
150075,1119.8416
150076,2332.6047
150077,5800.596
150078,2906.01
150079,2994.6814
150080,2860.9954
150081,8484.152
150082,14476.041
150083,507.9233
150084,3966.6128
150085,3640.0647
150086,38711.96
150087,305.84235
150088,2828.8442
150089,2764.0986
150090,1306.7886
150091,7125.834
150092,6021.1675
150093,892.8877
150094,11165.982
150095,153.53046
150096,14901.996
150097,8250.281
150098,465.72403
150099,397.04214
150100,514.8792
150101,4702.868
150102,1334.9777
150103,2893.0251
150104,4131.9727
150105,978.8716
150106,1999.0033
150107,695.5094
150108,7778.0986
150109,1988.7943
150110,2561.2236
150111,11482.963
150112,11633.642
150113,1800.8774
150114,892.38086
150115,2465.1912
150116,6010.447
150117,3203.7832
150118,19983.377
150119,10133.372
150120,16482.54
150121,1478.5273
150122,7589.521
150123,52.627235
150124,14181.036
150125,4089.6357
150126,2275.5771
150127,14960.017
150128,35377.82
150129,2948.4204
150130,3002.5742
150131,919.20447
150132,3605.9785
150133,5740.9824
150134,15743.296
150135,1374.1388
150136,1351.4109
150137,2730.2595
150138,6013.5996
150139,962.3505
150140,1432.2214
150141,2394.72
150142,9458.036
150143,5748.295
150144,810.6039
150145,2215.3484
150146,6751.0913
150147,2208.2705
150148,2431.8254
150149,661.87085
150150,3621.2686
150151,7303.697
150152,637.83405
150153,993.23553
150154,18148.96
150155,2558.6208
150156,338.54236
150157,5439.7217
150158,1344.789
150159,7515.954
150160,40265.625
150161,889.56305
150162,819.64667
150163,789.2216
150164,4581.4395
150165,3557.1357
150166,6571.249
150167,2621.1777
150168,4922.6685
150169,2559.538
150170,2890.8208
150171,3893.3987
150172,1851.2792
150173,6184.9854
150174,2895.5596
150175,602.2659
150176,23409.354
