SaleID,price
150000,31928.271
150001,358.585
150002,6475.3423
150003,11873.419
150004,608.3052
150005,1570.1132
150006,4517.98
150007,10462.578
150008,3554.41
150009,2141.4211
150010,1820.044
150011,6635.1187
150012,2653.4001
150013,12156.368
150014,12215.854
150015,403.9176
150016,661.9096
150017,6276.513
150018,10807.497
150019,1321.7657
150020,5492.3765
150021,13852.517
150022,1421.9303
150023,15417.273
150024,1506.5056
150025,5817.6787
150026,1491.764
150027,3766.6506
150028,22980.316
150029,16161.092
150030,1457.1235
150031,246.68958
150032,4447.1235
150033,2711.944
150034,3404.452
150035,7801.511
150036,1017.2642
150037,3758.9841
150038,25509.88
150039,1710.8125
150040,13503.661
150041,4501.1294
150042,17954.627
150043,26299.873
150044,6375.2344
150045,2015.9965
150046,2793.124
150047,38599.527
150048,1194.7838
150049,33525.973
150050,5223.3574
150051,9826.709
150052,1055.095
150053,585.8682
150054,15662.837
150055,3932.5
150056,932.2354
150057,2509.847
150058,1161.4508
150059,2149.524
150060,9099.014
150061,3246.4138
150062,777.93774
150063,11664.435
150064,19511.738
150065,9467.24
150066,12822.559
150067,4054.1863
150068,794.5405
150069,2637.3408
150070,1763.1449
150071,604.1267
150072,938.70984
150073,22245.531
150074,256.0996
150075,1159.4462
150076,1655.9786
150077,5125.1963
150078,2802.2456
150079,3035.7932
150080,2948.7927
150081,8537.423
150082,15160.011
150083,491.7661
150084,3997.7307
150085,3543.1296
150086,37774.062
150087,302.7663
150088,2708.465
150089,2974.7756
150090,1564.572
150091,6788.24
150092,5822.49
150093,923.0154
150094,11308.305
150095,148.69131
150096,14795.062
150097,8357.892
150098,468.48712
150099,420.9531
150100,517.122
150101,4471.7334
150102,1513.7224
150103,2820.0325
150104,4054.7585
150105,929.12695
150106,2275.1672
150107,657.8291
150108,7702.8135
150109,1981.9645
150110,2393.4817
150111,10741.73
150112,10607.155
150113,1787.2838
150114,932.9537
150115,2626.825
150116,6171.7534
150117,3139.8174
150118,20903.703
150119,10023.352
150120,15171.682
150121,1866.8806
150122,8492.474
150123,59.60421
150124,13642.802
150125,4302.472
150126,2340.3691
150127,15783.206
150128,34789.188
150129,2921.183
150130,3088.8245
150131,919.43616
150132,3002.4426
150133,6045.341
150134,14939.16
150135,1396.0785
150136,1467.7487
150137,3037.061
150138,7866.951
150139,1005.0433
150140,1448.5813
150141,2512.212
150142,9194.87
150143,5679.349
150144,729.4754
150145,2034.8975
150146,6746.059
150147,2290.7424
150148,2389.8818
150149,661.2453
150150,3683.8845
150151,7698.415
150152,578.4611
150153,889.44446
150154,19675.83
150155,2562.148
150156,338.8135
150157,5519.124
150158,1343.0747
150159,8766.853
150160,42139.855
150161,893.67395
150162,827.9888
150163,778.8029
150164,4493.968
150165,3494.6653
150166,6985.682
150167,2573.5981
150168,4846.0737
150169,2476.8892
150170,2956.2563
150171,4214.626
150172,1868.0991
150173,6410.743
150174,3220.215
150175,644.82916
150176,24702.57
150177,217.30365
150178,1360.8502
150179,4080.6577
150180,712.0752
150181,1488.4098
150182,5726.7295
150183,927.9443
150184,654.87726
150185,8861.211
150186,2567.2554
150187,19734.064
150188,2851.0613
150189,5195.393
150190,5578.401
150191,98.90277
150192,1776.7776
150193,4321.186
150194,15175.227
150195,756.06213
150196,18462.477
150197,3586.0557
150198,3507.1685
150199,2431.9368
150200,2280.0022
150201,9398.062
150202,2172.288
150203,435.30527
150204,3967.248
150205,1068.578
150206,12267.193
150207,1909.2916
150208,1355.7897
150209,1724.9271
150210,6397.0103
150211,10470.153
150212,10157.297
150213,1109.2596
150214,4910.138
150215,122.25774
150216,24256.1
150217,2476.5315
150218,10008.862
150219,10181.773
150220,2923.0037
150221,8689.218
150222,871.09705
150223,4315.759
150224,639.0894
150225,988.36664
150226,4411.1313
150227,664.8438
150228,871.12445
150229,850.3672
150230,4923.2314
150231,711.33673
150232,8780.556
150233,1621.7125
150234,861.66
150235,3464.2324
150236,763.52136
150237,1206.2725
150238,450.77115
150239,1343.8583
150240,8169.3354
150241,1616.1394
150242,7413.8813
150243,2054.6123
150244,282.22147
150245,2436.7368
150246,2082.5571
150247,2657.9001
150248,834.4498
150249,2293.268
150250,824.70374
150251,957.76685
150252,16431.582
150253,1316.806
150254,4134.779
150255,10060.064
150256,392.3266
150257,7196.1514
150258,8197.114
150259,1798.0765
